Key,english
perkBoomStickRank3Desc,Increases fire rate for shotguns by 25%. Reload them 20% faster. Increases damage by 30% Increase damage with shotgun weapons on head attacks by 20% Increase decapitation chance by 10%
perkBoomStickRank4Desc,Increases fire rate for shotguns by 30%. Reload them 25% faster. Increases damage by 40%
perkBoomStickRank5Desc,Increases fire rate for shotguns by 35%. Reload them 30% faster. Increases damage by 50% Increase damage with shotgun weapons on head attacks by 30% Increase decapitation chance by 15%
perkBoomStickRank1ShortDesc,Boom Stick 1
perkBoomStickRank2ShortDesc,Boom Stick 2
perkBoomStickRank3ShortDesc,Boom Stick 3
perkBoomStickRank4ShortDesc,Boom Stick 4
perkBoomStickRank5ShortDesc,Boom Stick 5
perkBetterLeadThanDeadName,Better Lead Than Dead
perkBetterLeadThanDeadDesc,Who needs accuracy when you can spray and pray?
perkBetterLeadThanDeadRank1Desc,Increases fire rate for automatic weapons by 15%. Reload them 10% faster. Increases damage by 10% Increase damage with automatic weapons on head attacks by 5% Increase decapitation chance by 5%
perkBetterLeadThanDeadRank2Desc,Increases fire rate for automatic weapons by 20%. Reload them 15% faster. Increases damage by 20%
perkBetterLeadThanDeadRank3Desc,Increases fire rate for automatic weapons by 25%. Reload them 20% faster. Increases damage by 30% Increase damage with automatic weapons on head attacks by 10% Increase decapitation chance by 10%
perkBetterLeadThanDeadRank4Desc,Increases fire rate for automatic weapons by 30%. Reload them 25% faster. Increases damage by 40%
perkBetterLeadThanDeadRank5Desc,Increases fire rate for automatic weapons by 35%. Reload them 30% faster. Increases damage by 50% Increase damage with automatic weapons on head attacks by 15% Increase decapitation chance by 15%
perkBetterLeadThanDeadRank1ShortDesc,Better Lead Than Dead 1
perkBetterLeadThanDeadRank2ShortDesc,Better Lead Than Dead 2
perkBetterLeadThanDeadRank3ShortDesc,Better Lead Than Dead 3
perkBetterLeadThanDeadRank4ShortDesc,Better Lead Than Dead 4
perkBetterLeadThanDeadRank5ShortDesc,Better Lead Than Dead 5
perkRobinHoodName,Robin Hood
perkRobinHoodDesc,The bandit lord of the forests. They can't catch you if they're slower than you.
perkRobinHoodRank1Desc,Reload bows 10% faster. Increases damage by 10%. Increase damage with bow weapons on head attacks by 10%. Increase decapitation chance by 5%. Increase Rounds Per Minute by 25%.
perkRobinHoodRank2Desc,Reload bows 15% faster. Increases damage by 20%
perkRobinHoodRank3Desc,Reload bows 20% faster. Increases damage by 30%.  50% chance of stunning the target. Increase damage with bow weapons on head attacks by 20%. Increase decapitation chance by 10%. Increase Rounds Per Minute by 50%.
perkRobinHoodRank4Desc,Reload bows 25% faster. Increases damage by 40%. 65% chance of stunning the target.
perkRobinHoodRank5Desc,Reload bows 30% faster. Increases damage by 50%.  80% chance of stunning the target. 50% chance of crippling the target. Increase damage with bow weapons on head attacks by 30%. Increase decapitation chance by 15%. Increase Rounds Per Minute by 75%.
perkRobinHoodRank1ShortDesc,Robin Hood 1
perkRobinHoodRank2ShortDesc,Robin Hood 2
perkRobinHoodRank3ShortDesc,Robin Hood 3
perkRobinHoodRank4ShortDesc,Robin Hood 4
perkRobinHoodRank5ShortDesc,Robin Hood 5
perkThisIsMyRifleName,This Is My Rifle
perkThisIsMyRifleDesc,"This is my rifle. There are many like it but this one does more damage, fires faster and reloads faster with every rank."
perkThisIsMyRifleRank1Desc,Increases fire rate for rifles by 15%. Reload them 10% faster. Increases damage by 10% Increase damage with rifles on head attacks by 10% Increase decapitation chance by 5% Increase range by 10%
perkThisIsMyRifleRank2Desc,Increases fire rate for rifles by 20%. Reload them 15% faster. Increases damage by 20%
perkThisIsMyRifleRank3Desc,Increases fire rate for rifles by 25%. Reload them 20% faster. Increases damage by 30% Increase damage with rifles on head attacks by 20% Increase decapitation chance by 10% Increase range by 20%
perkThisIsMyRifleRank4Desc,Increases fire rate for rifles by 30%. Reload them 25% faster. Increases damage by 40%
perkThisIsMyRifleRank5Desc,Increases fire rate for rifles by 35%. Reload them 30% faster. Increases damage by 50% Increase damage with rifles on head attacks by 30% Increase decapitation chance by 15% Increase range by 30%
perkDeadEyeDesc,"Specialize in taking keen aim with rifles and wasting your target with an expertly-placed bullet. One shot, one kill."
perkDeadEyeName,Dead Eye
perkDeadEyeRank1Desc,Pot Shot
perkDeadEyeRank2Desc,Rifleman
perkDeadEyeRank3Desc,Marksman
perkDeadEyeRank4Desc,Sharpshooter
perkDeadEyeRank5Desc,Dead Eye
perkCraftArmorName,Armor Crafting
perkCraftArmorDesc,Want to make better quality armor? This is the perk for you.
perkCraftArmorRank1Desc,Crafting Tier: 11 for armor. Decrease crafting time by 1%. Armor below quality 11 will no longer degrade on repair.
perkCraftArmorRank2Desc,Crafting Tier: 21 for armor. Decrease crafting time by 2%. Armor below quality 21 will no longer degrade on repair.
perkCraftArmorRank3Desc,Crafting Tier: 31 for armor. Decrease crafting time by 3%. Armor below quality 31 will no longer degrade on repair.
perkCraftArmorRank4Desc,Crafting Tier: 41 for armor. Decrease crafting time by 4%. Armor below quality 41 will no longer degrade on repair.
perkCraftArmorRank5Desc,Crafting Tier: 51 for armor. Decrease crafting time by 5%. Armor below quality 51 will no longer degrade on repair.
perkCraftGunsName,Gun Crafting
perkCraftGunsDesc,Want to make better quality guns? This is the perk for you.
perkCraftGunsRank1Desc,Crafting Tier: 11 for guns. Decrease crafting time by 1%. Guns below quality 11 will no longer degrade on repair.
perkCraftGunsRank2Desc,Crafting Tier: 21 for guns. Decrease crafting time by 2%. Guns below quality 21 will no longer degrade on repair.
perkCraftGunsRank3Desc,Crafting Tier: 31 for guns. Decrease crafting time by 3%. Guns below quality 31 will no longer degrade on repair.
perkCraftGunsRank4Desc,Crafting Tier: 41 for guns. Decrease crafting time by 4%. Guns below quality 41 will no longer degrade on repair.
perkCraftGunsRank5Desc,Crafting Tier: 51 for guns. Decrease crafting time by 5%. Guns below quality 51 will no longer degrade on repair.
perkCraftScienceName,Science Crafting
perkCraftScienceDesc,Want to make better quality vehicles? This is the perk for you. Also unlocks mod crafting.
perkCraftScienceRank1Desc,Unlocks T1 mod crafting. Decrease crafting time by 1%
perkCraftScienceRank2Desc,Decrease crafting time by 2%
perkCraftScienceRank3Desc,Unlocks T2 mod crafting. Decrease crafting time by 3%
perkCraftScienceRank4Desc,Decrease crafting time by 4%
perkCraftScienceRank5Desc,Unlocks T3 mod crafting. Decrease crafting time by 5%
perkCraftToolsName,Tool Crafting
perkCraftToolsDesc,Want to make better quality tools? This is the perk for you.
perkCraftToolsRank1Desc,Crafting Tier: 11 for tools. Decrease crafting time by 1%. Tools below quality 11 will no longer degrade on repair.
perkCraftToolsRank2Desc,Crafting Tier: 21 for tools. Decrease crafting time by 2%. Tools below quality 21 will no longer degrade on repair.
perkCraftToolsRank3Desc,Crafting Tier: 31 for tools. Decrease crafting time by 3%. Tools below quality 31 will no longer degrade on repair.
perkCraftToolsRank4Desc,Crafting Tier: 41 for tools. Decrease crafting time by 4%. Tools below quality 41 will no longer degrade on repair.
perkCraftToolsRank5Desc,Crafting Tier: 51 for tools. Decrease crafting time by 5%. Tools below quality 51 will no longer degrade on repair.
perkCraftWeaponsName,Weapon Crafting
perkCraftWeaponsDesc,Want to make better quality melee weapons and bows? This is the perk for you.
perkCraftWeaponsRank1Desc,Crafting Tier: 11 for melee weapons and bows. Decrease crafting time by 1%. Melee weapons and bows below quality 11 will no longer degrade on repair.
perkCraftWeaponsRank2Desc,Crafting Tier: 21 for melee weapons and bows. Decrease crafting time by 2%. Melee weapons and bows below quality 21 will no longer degrade on repair.
perkCraftWeaponsRank3Desc,Crafting Tier: 31 for melee weapons and bows. Decrease crafting time by 3%. Melee weapons and bows below quality 31 will no longer degrade on repair.
perkCraftWeaponsRank4Desc,Crafting Tier: 41 for melee weapons and bows. Decrease crafting time by 4%. Melee weapons and bows below quality 41 will no longer degrade on repair.
perkCraftWeaponsRank5Desc,Crafting Tier: 51 for melee weapons and bows. Decrease crafting time by 5%. Melee weapons and bows below quality 51 will no longer degrade on repair.
perkQuickerCraftingName,Quicker Crafting
perkQuickerCraftingDesc,"Making things quicker saves you time, and time is precious in the apocalypse."
perkQuickerCraftingRank1Desc,Decrease crafting time by 10%
perkQuickerCraftingRank2Desc,Decrease crafting time by 20%
perkQuickerCraftingRank3Desc,Decrease crafting time by 30%
perkQuickerCraftingRank10Desc,Decrease crafting time by 100%
perkLockPickingDesc,Learn to pick locks faster and break less lock picks.
perkLockPickingName,Lock Picking
perkLockPickingRank1Desc,Amateur
perkLockPickingRank1LongDesc,You are starting to learn this shit. You can pick locks 10% faster and have a 15% lower chance to break lockpicks. Craft lockpicks.
perkLockPickingRank2Desc,Burglar
perkLockPickingRank2LongDesc,You are starting to make a name for yourself. You can pick locks 20% faster and have a 30% lower chance to break lockpicks.
perkLockPickingRank3Desc,Lock Smith
perkLockPickingRank3LongDesc,You are getting better at this. You can pick locks 30% faster and have a 45% lower chance to break lockpicks.
perkLockPickingRank4Desc,Master Lock Smith
perkLockPickingRank4LongDesc,Few locks can keep you out. You can pick locks 40% faster and have a 60% lower chance to break lockpicks.
perkLockPickingRank5Desc,Safe Cracker
perkLockPickingRank5LongDesc,Even safes fall open before your might!  You can pick locks 50% faster and have a 75% lower chance to break lockpicks.
perkTheSurvivorName,The Survivor
perkBetterBarterDesc,Specialize in convincing area traders to give you a better deal and open up their secret stashes of the really good stuff.
perkBetterBarterName,Better Barter
perkBetterBarterRank1Desc,Wheeler Dealer
perkBetterBarterRank2Desc,Salesman
perkBetterBarterRank3Desc,Sales Manager
perkBetterBarterRank4Desc,Wall Street Tycoon
perkBetterBarterRank5Desc,Corporate Marketing CEO
perkBetterBarterRank1LongDesc,Get a 5% better deal buying and a 10% better deal selling.
perkBetterBarterRank2LongDesc,Get a 10% better deal buying and 20% better deal selling.
perkBetterBarterRank3LongDesc,Get a 15% better deal buying and 30% better deal selling. Traders' secret stash shows better loot.
perkBetterBarterRank4LongDesc,Get a 20% better deal buying and a 40% better deal selling. Traders' secret stash shows even better loot.
perkBetterBarterRank5LongDesc,Get a 25% better deal buying and 50% better deal selling. Traders' secret stash shows even better loot.
perkConcreteMixingName,Concrete Mixing
perkConcreteMixingRankTitle,Concrete Mixing
perkConcreteMixingDesc,Learn how to mix your own concrete for building purposes.
perkConcreteMixingRank1Desc,"Unlocks the Cement Mixer, Cement and Concrete Mix recipes.  [DECEA3]Level Requirements:[-] Science Crafting 2, Mining Tools 20, No Laborer Class, Player Level 20"
perkDoItYourselfName,Do It Yourself
perkDoItYourselfDesc,Learn how to craft your own components.
perkDoItYourselfRank1Title,Do It Yourself 1
perkDoItYourselfRank2Title,Do It Yourself 2
perkDoItYourselfRank3Title,Do It Yourself 3
perkDoItYourselfRank1Desc,Unlocks the mechanical parts recipe.\nUnlocks the electric parts recipe.  [DECEA3]Level Requirements:[-] Science Crafting 3
perkDoItYourselfRank2Desc,Unlocks the insulator recipe.  [DECEA3]Level Requirements:[-] Science Crafting 4
perkElectricBasicsName,Electric Basics
perkElectricBasicsDesc,Learn the basics of making your own electrical items.
perkElectricBasicsRank1Title,Electric Basics 1
perkElectricBasicsRank2Title,Electric Basics 2
perkElectricBasicsRank1Desc,"Unlocks the wire tool, relay, switch, ceiling light and timer relay recipes.  [DECEA3]Level Requirements[-] Science Crafting 1"
perkElectricBasicsRank2Desc,"Unlocks the spotlight, speaker, pressure plate, tripwire post, generator bank and motion sensor recipes.  [DECEA3]Level Requirements[-] Science Crafting 2"
perkElectricTrapsMeleeName,Electric powered melee traps
perkElectricTrapsMeleeRank1Title,Electric powered melee traps 1
perkElectricTrapsMeleeRank2Title,Electric powered melee traps 2
perkElectricTrapsMeleeDesc,Learn how to craft your own electric melee traps.
perkElectricTrapsMeleeRank1Desc,Unlocks the electric fence post recipe.  [DECEA3]Level Requirements[-] Science Crafting 2
perkElectricTrapsMeleeRank2Desc,Unlocks the blade trap recipe.  [DECEA3]Level Requirements[-] Science Crafting 3
perkElectricTrapsRangedName,Electric powered ranged traps
perkElectricTrapsRangedRank1Title,Electric powered ranged traps 1
perkElectricTrapsRangedRank2Title,Electric powered ranged traps 2
perkElectricTrapsRangedRank3Title,Electric powered ranged traps 3
perkElectricTrapsRangedDesc,Learn how to craft your own electric ranged traps.
perkElectricTrapsRangedRank1Desc,Unlocks the dart trap and steel dart recipes.  [DECEA3]Level Requirements:[-] Science Crafting 3
perkElectricTrapsRangedRank2Desc,Unlocks the shotgun turret recipe.  [DECEA3]Level Requirements:[-] Science Crafting 4
perkElectricTrapsRangedRank3Desc,Unlocks the auto turret and auto turret (Steel) recipes.  [DECEA3]Level Requirements:[-] Science Crafting 5
perkWorkbenchName,Workbenches
perkWorkbenchDesc,Learn how to craft various workbenches.
perkWorkbenchRank1Title,Workbenches 1
perkWorkbenchRank2Title,Workbenches 2
perkWorkbenchRank1Desc,Unlocks the workbench and table saw recipes.  [DECEA3]Level Requirements:[-] Tool Crafting 1
perkWorkbenchRank2Desc,Unlocks the metal workbench and tailoring workstation recipes.  [DECEA3]Level Requirements:[-] Tool Crafting 2
perkAmmoCraftingName,Reloading Weekly
perkAmmoCraftingDesc,"Want to make your own ammo? Well, now you can!"
perkAmmoCraftingRank1Title,Reloading Weekly 1
perkAmmoCraftingRank2Title,Reloading Weekly 2
perkAmmoCraftingRank3Title,Reloading Weekly 3
perkAmmoCraftingRank4Title,Reloading Weekly 4
perkAmmoCraftingRank1Desc,Unlocks 9mm bullet and shotgun shell recipes.  [DECEA3]Level Requirements:[-] Gun Crafting 1
perkAmmoCraftingRank2Desc,"Unlocks 7.62mm bullet, .44 magnum round and shotgun slug recipes.  [DECEA3]Level Requirements:[-] Gun Crafting 2"
perkAmmoCraftingRank3Desc,"Unlocks 9mm, 7.62mm and .44 magnum steel casing recipes. Unlocks AP ammo.  [DECEA3]Level Requirements:[-] Gun Crafting 3"
perkAmmoCraftingRank4Desc,"Unlocks 9mm Hollow Point, 7.62mm Hollow Point and .44 Hollow Point recipes.  [DECEA3]Level Requirements:[-] Gun Crafting 4"
perkChemStationName,Chemistry Station
perkChemStationRankTitle,Chemistry Station
perkChemStationDesc,Learn how to craft the chemistry station.
perkChemStationRank1Desc,"Unlocks the chemistry station recipe. [DECEA3]Level Requirements:[-] Science Crafting 2, Weapon Crafting 2, Tool Crafting 3"
attclasscivilian,Class: Scavenger
attClassCivilianName,Class: Scavenger
attClassCivilianDesc,This attribute tracks your class quest progress and shows your unique perks.
attClassCivilianRank1Desc,Rank 1 is gained when you complete your first class quest. Increase crafting tier by 10 for pistols.
attclassfarmer,Class: Farmer
attClassFarmerName,Class: Farmer
attClassFarmerDesc,This attribute tracks your class quest progress and shows your unique perks.
